graph_type,method,repetition,dimension,depth,max_parents,sparsity,correlation,observed_fraction,observation_strategy,block_size,runtime_seconds,ess_mean,ess_per_second,mean_rmse,variance_rmse,covariance_frobenius_error,posterior_condition_number,mean_abs_posterior_corr,max_abs_posterior_corr,precision_density,block_within_precision_mass,block_cut_ratio,n_blocks,mean_block_size,max_block_size_actual,gibbs_spectral_radius,rb_mean_rmse,rb_variance_rmse
random_sparse,block_random,0,60,,6,0.18,0.8,0.4,uniform,12,0.02170768499991027,217.50423654111276,10019.688259803466,0.05505779716240434,0.0814983574778051,2.4826191278813843,57.48055373637246,0.12203039454316314,0.683874442161953,0.30634920634920637,0.3034752976542521,0.6965247023457479,3,12.0,12,0.8137408610633534,0.03896113969429776,0.057004131336282744
random_sparse,block_precision_bfs,0,60,,6,0.18,0.8,0.4,uniform,12,0.0350784020000674,277.7924767419276,7919.188472194197,0.037669221779266814,0.09135695722322583,2.039454964517225,57.48055373637246,0.12203039454316314,0.683874442161953,0.30634920634920637,0.4599697714160929,0.5400302285839071,5,7.2,12,0.7191572351710876,0.019926722751563913,0.049729346652889785
random_sparse,block_topological,0,60,,6,0.18,0.8,0.4,uniform,16,0.02170499299995754,273.08116033794056,12581.490366685433,0.06550482667011905,0.10884026074149186,1.9954848378193932,57.48055373637246,0.12203039454316314,0.683874442161953,0.30634920634920637,0.5295622487578411,0.4704377512421589,3,12.0,16,0.7764471569779506,0.05025381598690989,0.04397715783258566
random_sparse,block_random,0,60,,6,0.18,0.8,0.4,uniform,16,0.02210220400002072,241.76197198813037,10938.364879262888,0.08712528609473365,0.08645481747335072,2.0576888953337664,57.48055373637246,0.12203039454316314,0.683874442161953,0.30634920634920637,0.28148446202969246,0.7185155379703075,3,12.0,16,0.7934235428755059,0.05566075396588423,0.036334508730605584
random_sparse,block_precision_bfs,0,60,,6,0.18,0.8,0.4,uniform,16,0.028173261000006278,298.3286509781935,10589.070643193452,0.06579346503452656,0.08515480345519066,1.8717044302405372,57.48055373637246,0.12203039454316314,0.683874442161953,0.30634920634920637,0.5555234954761022,0.44447650452389775,4,9.0,16,0.7312830467199438,0.046020915026413416,0.0275002714115123
random_sparse,block_topological,0,60,,6,0.18,0.8,0.4,deep,2,0.113367225999923,187.99312526696298,1658.2669603919803,0.0680331138456785,0.12419478151293345,1.776191192243259,51.75039001035694,0.11687814449399547,0.6559995104347767,0.43174603174603177,0.016878344739623432,0.9831216552603765,18,2.0,2,0.7952868319278154,0.053909454544924136,0.08711248528755997
random_sparse,block_random,0,60,,6,0.18,0.8,0.4,deep,2,0.11165389000007053,190.171088896127,1703.219555503233,0.08751573535073838,0.08227003440378818,1.970963409858513,51.75039001035694,0.11687814449399547,0.6559995104347767,0.43174603174603177,0.01627367588773376,0.9837263241122662,18,2.0,2,0.7983733415711262,0.07107473591500287,0.045020612375110534
random_sparse,block_precision_bfs,0,60,,6,0.18,0.8,0.4,deep,2,0.12326056699998844,214.62098951376524,1741.1974870583335,0.10719104256503041,0.0743702564671876,1.9552017358144136,51.75039001035694,0.11687814449399547,0.6559995104347767,0.43174603174603177,0.16343722386040785,0.8365627761395922,20,1.8,2,0.7808265277392157,0.09256580302017682,0.05371029016169215
random_sparse,block_topological,0,60,,6,0.18,0.8,0.4,deep,4,0.05793197100001635,195.44541333169607,3373.705571516649,0.09718031632094955,0.09282778345624729,1.8497222736587995,51.75039001035694,0.11687814449399547,0.6559995104347767,0.43174603174603177,0.08963883278440024,0.9103611672155998,9,4.0,4,0.7727405352903971,0.0782207143619404,0.05050144311610538
random_sparse,block_random,0,60,,6,0.18,0.8,0.4,deep,4,0.05718145100001948,198.36120302051063,3468.9781310453814,0.10973202469437211,0.12904958270997866,1.6640627155556402,51.75039001035694,0.11687814449399547,0.6559995104347767,0.43174603174603177,0.083404666636425,0.916595333363575,9,4.0,4,0.7947087594251561,0.09020181015680545,0.08258718657903388
