graph_type,method,repetition,dimension,depth,max_parents,sparsity,correlation,observed_fraction,observation_strategy,initial_state_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,ess_per_second,weighted_ess,weighted_ess_fraction,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate,posterior_condition_number,mean_abs_posterior_corr,max_abs_posterior_corr,precision_density,n_edges,graph_density,empirical_depth,observed_mean_depth,observed_mean_descendants,observed_mean_children,block_within_precision_mass,block_cut_ratio,n_blocks,mean_block_size,max_block_size_actual,gibbs_spectral_radius,rb_mean_rmse,rb_variance_rmse
layered,block_precision_bfs,0,36,4.0,,0.15,0.3,0.1,deep,prior,4,32,0.05585479100000157,472.6541183052437,299.42123708628276,500.0,8462.19473465097,,,0.03792782267355723,0.07548164489205782,1.5412707632288416,,3.6062358187458603,0.01755606221636916,0.28599019109529944,0.08266129032258064,36,0.05714285714285714,4,0.75,2.75,1.0,0.8687822354338366,0.1312177645661634,11.0,2.909090909090909,8.0,0.08252270002607767,0.004704672646497017,0.0013475020122713625
layered,rw_mh,0,36,4.0,,0.15,0.3,0.1,deep,prior,4,32,0.005376193999950374,10.06491908521318,5.428086493466876,19.17830218408846,1872.127212170187,,,0.4379670673900047,0.4814107513780148,8.530344060107101,0.26142857142857145,3.6062358187458603,0.01755606221636916,0.28599019109529944,0.08266129032258064,36,0.05714285714285714,4,0.75,2.75,1.0,,,,,,,,
layered,mala_diag,0,36,4.0,,0.15,0.3,0.1,deep,prior,4,32,0.019267200000058438,37.351549543968986,12.174357426527235,73.95996223748347,1938.608077139164,,,0.16779029557224504,0.19276949677471217,4.22876645701191,0.8814285714285715,3.6062358187458603,0.01755606221636916,0.28599019109529944,0.08266129032258064,36,0.05714285714285714,4,0.75,2.75,1.0,,,,,,,,
layered,likelihood_weighting_sis,0,36,4.0,,0.15,0.3,0.1,deep,prior,4,32,0.001893376999987595,466.28344552166135,466.28344552166135,466.28344552166135,246270.78786988347,466.28344552166135,0.9325668910433227,0.04286310319700937,0.04132097545119604,1.4672985776079612,,3.6062358187458603,0.01755606221636916,0.28599019109529944,0.08266129032258064,36,0.05714285714285714,4,0.75,2.75,1.0,,,,,,,,
layered,single_site_gibbs,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.04210561600007168,419.0932504428857,224.72320002304292,500.0,9953.38128866639,,,0.062088353424134976,0.05809704376855679,1.031575804624118,,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,0.0,1.0,22.0,1.0,1.0,0.22918092845264929,,
layered,block_depth,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.021355973000027006,429.5696549781691,248.41649665628665,500.0,20114.73113295404,,,0.04409470075724754,0.06280305160492158,1.0351036453877136,,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,0.028554342702552415,0.9714456572974476,4.0,5.5,7.0,0.2325014626548113,0.011201667793995259,0.002511183440282835
layered,block_topological,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.01543130300001394,448.15604809162784,368.8934092809319,500.0,29042.009484955546,,,0.042349545699925516,0.06313058763053211,0.9783783912652875,,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,0.7065283222346807,0.29347167776531935,3.0,7.333333333333333,8.0,0.074970669998069,0.003995171629817779,0.002591724535454947
layered,block_random,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.015289956000060556,444.1576402456809,261.04898723494233,500.0,29048.98092865158,,,0.042967326476092686,0.07151381661346475,1.0304293714993134,,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,0.19649695249587593,0.803503047504124,3.0,7.333333333333333,8.0,0.23595129518939317,0.006755562733233689,0.006486601721173751
layered,block_precision_bfs,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.0577834380000013,457.96627056969646,276.4473518124285,500.0,7925.562867506883,,,0.06055090334840244,0.07122698042179862,1.05254181564381,,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,0.5602473705210177,0.4397526294789823,12.0,1.8333333333333333,8.0,0.19868706714749051,0.016293833521753648,0.002027486889374288
layered,rw_mh,0,36,4.0,,0.15,0.3,0.4,uniform,prior,14,22,0.004783294000048954,12.890079127620027,5.733508236536156,25.6777762644302,2694.8122209272738,,,0.28096722833509513,0.4102851180651308,4.211577286302148,0.33285714285714285,2.96258417466255,0.016796725026560315,0.2762169369386229,0.07792207792207792,36,0.05714285714285714,4,1.1428571428571428,3.142857142857143,0.9285714285714286,,,,,,,,
