graph_type,method,repetition,dimension,depth,sparsity,correlation,observed_fraction,observation_strategy,n_observed,n_latent,runtime_seconds,ess_mean,ess_min,ess_max,mean_rmse,variance_rmse,covariance_frobenius_error,acceptance_rate
layered,block_gibbs,3,60,4,0.6,0.8,0.25,deep,15,45,0.5381688330089673,185.3873074221878,50.550250173481025,645.6855646145921,0.14947207828565634,0.48796302202651726,10.763745869208037,
layered,rw_mh,3,60,4,0.6,0.8,0.25,deep,15,45,0.010514458001125604,1.3324450366422387,1.3324450366422385,1.3324450366422385,3.0881355863386014e-14,3.8557893655482345,45.21858003564084,0.0
layered,single_site_gibbs,3,60,4,0.6,0.8,0.25,uniform,15,45,0.1966789590078406,76.46353332915503,16.147953731371825,529.5518428788286,0.39554943915396357,0.6567894478190693,18.26601249718585,
layered,block_gibbs,3,60,4,0.6,0.8,0.25,uniform,15,45,0.5350483329966664,100.45972844465243,20.060639559677522,728.7313072097043,0.3105996413498654,1.1852653933365385,25.443726599277944,
layered,rw_mh,3,60,4,0.6,0.8,0.25,uniform,15,45,0.010401666979305446,1.3324450366422387,1.3324450366422385,1.3324450366422385,5.720629166436349e-14,7.201026776196787,86.3598823957051,0.0
layered,single_site_gibbs,3,60,4,0.6,0.8,0.25,shallow,15,45,0.19721791602205485,68.25061519680756,22.477937996281725,335.5208204275277,0.45727969516626427,0.9488781605365906,18.99198263216563,
layered,block_gibbs,3,60,4,0.6,0.8,0.25,shallow,15,45,0.5143876249785535,81.08984219753111,25.204979650774558,518.1910049577226,0.749676776734698,1.1895744117695817,29.30310265396095,
layered,rw_mh,3,60,4,0.6,0.8,0.25,shallow,15,45,0.010432665992993861,1.3324450366422387,1.3324450366422385,1.3324450366422385,4.6375058868189055e-14,7.357591516955783,95.8400090382202,0.0
layered,single_site_gibbs,3,65,4,0.6,0.8,0.25,deep,16,49,0.21354412497021258,161.0925440767948,33.01975180184389,494.3561026579957,0.13951120904097636,0.3713344629379504,8.408124958869669,
layered,block_gibbs,3,65,4,0.6,0.8,0.25,deep,16,49,0.5661666670348495,217.87244881746227,22.95009745589557,1000.0,0.24661945654414497,0.2912745672047963,9.584063075309889,
layered,rw_mh,3,65,4,0.6,0.8,0.25,deep,16,49,0.010590583027806133,1.3324450366422385,1.3324450366422385,1.3324450366422385,5.5431860066513915e-14,3.4718447625560147,44.25393223313143,0.0
layered,single_site_gibbs,3,65,4,0.6,0.8,0.25,uniform,16,49,0.21376508398680016,124.88807519071868,20.487393775395695,475.37317587271576,0.10024526623695552,0.5604314905327846,11.752570360176877,
layered,block_gibbs,3,65,4,0.6,0.8,0.25,uniform,16,49,0.5595873750280589,169.37251298223842,28.17811811862627,923.7049027046378,0.13565063560828028,0.43996682588580466,14.26139363253985,
layered,rw_mh,3,65,4,0.6,0.8,0.25,uniform,16,49,0.01049158297246322,21.713415546098517,1.3324450366422385,1000.0,5.796214627602029e-14,4.056982003149623,49.82868872496551,0.0
layered,single_site_gibbs,3,65,4,0.6,0.8,0.25,shallow,16,49,0.21327741700224578,64.85486017697562,27.67816317719419,188.93017861033394,0.5897717038010383,1.4019335343850277,34.86927341284626,
layered,block_gibbs,3,65,4,0.6,0.8,0.25,shallow,16,49,0.5324299999629147,62.447790987811494,18.549741450214945,322.5163483450521,0.5678135028486981,0.9319799404512564,33.27058010666129,
layered,rw_mh,3,65,4,0.6,0.8,0.25,shallow,16,49,0.01056245801737532,21.713415546098517,1.3324450366422385,1000.0,2.7901536567961882e-14,8.259920663669833,108.74180282099636,0.0
layered,single_site_gibbs,3,70,4,0.6,0.8,0.25,deep,18,52,0.22572133300127462,157.7896996177325,40.074523688233405,442.5970570909414,0.12555751109768215,0.5150280890902834,12.16386483570451,
layered,block_gibbs,3,70,4,0.6,0.8,0.25,deep,18,52,0.5787425420130603,191.50160341786403,32.226781015018595,647.62046465458,0.09039762940036887,0.6053629209222084,13.195467119423462,
